168	194
175	125
102	168
118	188
98	100
134	82
106	156
102	143
148	78
131	196
229	192
170	140
105	88
160	163
87	149
190	100
41	34
134	36
185	187
172	172
222	124
242	66
218	96
151	76
197	197
99	120
49	46
68	67
125	119
121	203
225	28
170	97
57	178
74	109
71	163
116	116
220	62
190	179
160	129
158	186
173	150
73	134
184	131
119	155
62	15
217	136
23	81
79	200
206	191
137	132
190	108
138	94
146	85
110	87
68	79
76	115
133	56
130	132
148	195
133	138
172	125
71	119
68	181
146	107
91	174
174	165
129	208
186	199
84	253
189	211
92	89
183	162
139	155
197	66
117	207
156	104
39	173
154	220
118	103
61	97
168	59
161	40
129	62
117	62
66	114
130	114
111	133
157	161
99	165
105	108
113	158
10	113
76	234
147	151
131	109
109	206
86	45
172	130
200	128
145	129
163	131
217	138
226	162
66	130
168	128
143	98
216	186
125	72
189	199
159	83
145	235
109	192
232	166
27	210
193	95
70	207
30	175
141	172
108	104
104	167
93	134
181	214
130	88
109	140
117	63
47	139
121	43
79	159
145	48
138	51
123	144
122	220
162	226
142	48
94	139
128	183
113	71
167	84
105	191
107	28
95	90
20	150
38	99
213	127
92	141
33	94
148	124
120	71
160	16
87	33
116	87
130	132
102	64
62	215
73	90
91	177
85	164
194	70
93	126
109	125
137	134
62	225
25	47
139	135
165	88
59	213
23	101
144	128
74	164
124	35
32	233
44	96
157	184
109	177
122	141
138	218
127	179
194	190
236	126
85	101
211	156
128	135
92	193
147	119
121	94
95	159
125	115
145	217
214	114
29	97
120	156
153	125
113	79
122	96
121	144
74	121
105	90
207	124
156	85
170	114
99	218
108	157
162	74
136	150
109	170
142	93
189	133
152	152
16	8
94	192
224	98
58	133
79	173
212	147
22	45
141	115
51	164
126	73
218	166
145	9
192	198
159	133
92	82
191	189
82	117
108	159
178	130
77	239
86	246
95	141
142	149
107	171
99	57
110	86
12	50
213	84
251	180
183	181
170	155
94	53
87	183
137	89
32	154
217	84
141	63
133	98
146	54
118	33
216	160
168	229
218	171
90	158
127	166
218	124
146	108
151	159
177	47
81	108
81	182
53	102
156	125
133	203
172	155
75	112
54	185
231	108
161	140
146	49
60	116
154	156
114	154
178	108
127	102
178	119
65	139
138	104
181	120
128	61
129	134
94	111
76	209
196	70
160	149
126	107
175	173
178	37
66	70
116	238
133	167
75	116
77	115
75	107
170	70
90	42
204	119
140	190
45	166
117	111
88	26
48	114
154	191
176	159
185	140
171	59
166	131
132	209
126	133
106	96
147	215
178	186
181	97
73	30
155	142
192	168
138	98
122	43
131	68
75	163
108	60
149	165
205	153
149	165
102	162
177	146
87	157
21	93
85	152
114	145
162	230
204	53
76	135
219	123
186	167
108	77
168	46
177	107
51	185
190	206
169	162
122	209
93	190
161	167
23	157
199	58
166	166
90	94
135	151
164	214
175	48
158	98
98	56
209	230
193	44
132	117
55	47
99	135
166	67
87	97
117	152
63	145
58	82
101	164
163	201
229	114
153	40
118	147
84	150
176	159
126	157
143	162
149	145
102	151
125	118
156	86
140	132
115	94
51	33
166	79
108	157
126	91
66	124
105	94
154	160
80	83
66	65
217	81
189	99
127	104
132	155
62	91
149	175
122	70
131	105
93	188
108	107
147	175
169	57
199	189
24	118
114	17
215	132
202	165
141	170
101	168
152	228
209	127
184	105
136	125
170	49
230	237
124	119
88	43
69	162
180	121
147	99
68	122
96	53
101	86
131	186
143	80
83	176
204	11
197	202
126	69
103	192
29	139
200	105
132	201
178	203
101	107
66	143
165	148
93	121
147	51
70	151
178	207
112	32
94	132
160	239
150	182
204	85
147	39
172	64
119	95
147	71
84	140
123	178
71	84
104	202
107	141
115	164
131	127
105	102
105	128
110	152
50	89
83	179
120	186
57	230
128	156
176	111
49	133
227	118
216	120
109	129
226	110
130	60
166	198
105	159
62	94
95	111
54	139
152	94
97	69
179	143
140	127
120	112
112	59
129	169
73	51
184	140
116	139
157	139
157	150
210	107
231	202
153	111
132	186
105	63
162	87
137	56
109	200
72	122
201	124
104	201
193	65
166	207
147	139
84	153
59	76
184	214
69	54
59	48
217	221
34	105
168	139
148	17
93	75
127	116
136	173
207	116
116	49
52	146
116	152
72	152
130	186
197	99
181	58
200	227
82	223
158	112
134	146
210	97
60	52
155	157
79	221
204	146
189	186
117	122
106	131
185	50
158	11
158	88
101	125
183	156
117	91
136	84
52	116
170	150
138	181
144	125
103	186
182	215
97	233
178	145
178	133
143	85
147	181
50	227
58	103
100	31
175	98
192	171
143	49
208	129
84	120
185	123
142	134
181	156
114	126
168	133
196	181
150	69
190	28
116	120
203	49
20	88
115	155
100	112
65	160
201	197
91	176
146	198
16	202
152	31
180	92
249	199
124	65
71	20
176	120
138	27
124	107
108	76
22	37
227	105
26	178
98	165
60	154
190	229
181	31
153	31
44	152
111	66
118	133
129	171
197	71
102	182
157	104
143	152
95	59
66	129
198	137
157	70
106	173
160	92
143	209
162	37
80	72
209	45
118	169
159	142
96	59
145	42
77	177
127	142
162	106
199	198
116	78
161	134
128	91
26	208
181	174
128	44
36	47
153	98
163	111
74	54
68	129
114	38
170	213
242	106
145	82
131	199
78	13
58	96
115	201
154	161
174	163
143	62
135	84
124	164
215	74
65	137
158	73
148	107
144	100
122	175
48	112
201	182
169	38
118	45
108	168
180	191
92	204
164	125
187	96
112	114
112	131
71	48
82	10
132	141
142	117
215	209
61	92
222	158
99	162
100	127
80	134
121	50
21	161
93	134
131	117
164	93
70	208
152	66
148	94
120	140
141	129
119	195
58	195
219	154
36	146
82	69
176	223
122	58
163	55
157	130
142	129
159	17
188	54
123	164
194	35
159	87
68	180
121	96
50	194
91	41
96	165
116	27
107	175
98	128
211	114
209	192
79	12
80	203
39	231
171	108
85	90
180	131
29	170
116	149
75	126
24	110
78	152
151	104
147	28
132	3
70	61
220	168
136	167
98	168
69	52
195	106
84	85
83	67
73	239
163	69
252	150
115	59
